Semester,Instructor,Department,CourseNumber,CourseType,CourseName,CourseDivision,ActiveFlag,LabFee,Credits,CourseDescription
WI-24,"Muller, Brook",AD,4045,MA,Design Research Studio: Water Reuse as Community Development,ADS,TRUE,30,1,"This topical studio explores the application of ecological design principles in urban settings to counteract ongoing environmental injustices. Participants will investigate low cost, high impact approaches to water reuse for a neighborhood in medieval Islamic Cairo (Egypt) suffering from poverty, food insecurity, and increasingly severe climate change impacts. As with many other neighborhoods in Cairo and cities throughout Egypt, the residents of al-Khalifa confront the irony of abundance amidst scarcity: living in a hot, arid desert environment where rainfall is virtually nonexistent at the same time dealing with a failing water supply infrastructure (leaky pipes) raising the groundwater table, saturating and undermining building foundations, and exacerbating respiratory illnesses. This studio will investigate possibilities for intercepting and treating this water to help drive community-scale rooftop gardening (in a city where food prices have risen dramatically in recent years), introducing street level evaporative (passive) cooling features to improve comfort by ameliorating the urban heat island effect, and in other ways enlisting recycled water to beneficial ends and premised on the notion that “there is no such thing as waste.”

A “research” studio is a highly collaborative one. Studio participants will have opportunities throughout the term to interact with a Cairo-based team of urban designers, digital animators, storytellers, engineers, heritage conservationists, ethnographers, and others. Students with experience and/or interest in design, food systems, chemistry, the arts, environmental sciences, environmental economics, women’s and gender studies, heritage and cultural history, and anthropology are encouraged to enroll (previous coursework in these areas is not required but will be helpful). This research studio resists “solutionist,” “techno-optimist” approaches (“we have the solution to all your problems”), operating instead from the standpoint of humility in the search for path-of-least-resistance correspondences between available resources and culturally appropriate end uses. To that end, reflection on and articulation of one’s positionality in our global world provides a subtext for all that we do.

Evaluations will be based on participation and sustained engagement with the core studio themes, honing of collaborative capabilities, and commitment to an iterative process involving succinct compositions of written narratives and diagrams and other visual representations of the systems we will be examining. Above all, the studio requires initiative and engagement as we transition from a highly facilitated framework at the beginning of the term (topics, resources and methods that the instructor choreographs) to more independent and applied research given the “life” that project-based work acquires as the term progresses.

Level: Intermediate/Advanced. Prerequisites: None.  Class limit: 10.  Lab fee: $30.  Meets the following degree requirements: ADS"
WI-24,"Muller, Brook",AD,1073,I,Sustainable Architechture,AD,TRUE,30,1,"This seminar serves as a design primer for human and environmentally friendly approaches to the design of the built environment captured by the term “sustainable architecture.” We will consider the different and sometimes competing understandings of what sustainable architecture means (for it is not one homogenous thing), discussing and evaluating these various “logics” from the standpoint of performance (energy efficiency and reduction in global greenhouse gas emissions for example) as well as from the perspective of aesthetics and architectural meaning. We will deconstruct and investigate building systems in the first half of the class: landscape and site systems; water; heating, cooling and ventilating (with a strong focus on passive or natural systems); and building materials, envelope, and construction. We will then discuss integrated building systems, that is to say, design strategies for achieving synergies between systems so the sum is greater than the parts (arguably the overarching goal of sustainable design). Exposure to and analysis of case study projects and guest talks by cutting edge contemporary practitioners will enrich our understanding of the current state of sustainable architecture and promising directions now under research and development.

This course does not require previous coursework in architecture and design, only interest in design and sustainability, curiosity as to their intersections, and overall commitment to the acquisition of basic architectural literacy skills that will be of value in multiple arenas and capacities (as future designer, client, advocate, critic, concerned citizen, other). Evaluations will be based on participation and sustained engagement with course material and content, maintenance of a sketchbook that combines notes and simple illustrations (diagrams), short quizzes to assess understanding of core sustainable design principles and strategies, and analysis of case study projects through a framework we will introduce in the first part of the class. 

Level: Introductory. Prerequisites: None.  Class limit: 15.  Lab fee: $30.  Meets the following degree requirements: AD."
WI-24,"Pena, Karla",HS,2021,IM,Immersion Practica in Spanish and Yucatecan Culture,HS,FALSE,0,1,"This course is intended to provide students with an immersion experience in the language and culture of Spanish speakers in the Yucatan Peninsula. The objectives are to increase their abilities to navigate the linguistic and cultural terrain of another society in sensitive, ethical, and effective ways.  Class sessions, visiting lecturers, field trips, and readings will provide background on the history and anthropology of  Yucatecan culture. Immersion experiences and living with a family will provide one important source of experiential learning.  A second will be provided by an independent project or activity developed for each student based on the student's interests. This independent project will include a practicum experience in some institutional setting that might be a class room (e. g. an art class at the local university), a bakery, an internet café, a church group, or some other place for social service or other work relevant to a student's interests. This practicum experience will involve weekly activities during the term and more intensive work during the last three weeks.  Evaluation will be based on participation in weekly class discussions and on weekly reflective papers written in Spanish.  

Level: Introductory/Intermediate.  Class limit: 12.  Lab fee: $1,700. Meets the following degree requirements: HS."
WI-24,"Pena, Karla",HS,3021,M,Intermediate Spanish I,HS,FALSE,20,1,"This course is for students who are competent in the use of basic Spanish structures, of the simple and compound of the indicative tenses, and some forms of the imperative tense. Objective: The students will be able to express themselves orally and through writing using a variety of vocabulary, the indicative and imperative moods, and some applications of the subjunctive mood. This includes a review of the present, preterite, future imperfect, preterite imperfect tenses, pronouns of object direct and indirect, imperative mood, expanded use of the ""to be"" and ""is"" verbs, the prepositions and simple conditional, the study and practice of the compound tenses of the indicative mood, present perfect, plus perfect, and future perfect. They will also study the subjunctive mood and verbs that express emotion. Evaluation Criteria:  two compositions, two auditory tests, two writing tests covering grammar, two oral tests, assignments/ homework, class participation.

Level:  Intermediate.  Offered every fall.  Class limit: 10.  Lab fee: $20. Meets the following degree requirements: HS."
WI-24,"Pena, Karla",HS,3055,M,The Mayas of Yesterday and Today,,FALSE,0,1,"This is a course in the history and culture of  the Yucatec Maya offered as part of the College's Yucatan Program in Mexico. It will cover key features of the Pre-Hispanic, Colonial and Modern eras.  Readings will include classic texts by and about them as well as contemporary studies in archaeology and anthropology. Themes will include social structure, religion, politics,  agricultural practices, language and family life. Homework will include various short writing assignments and oral project reports. Field trips in and around Merida will be included both to visit archaeological sites of special interest and also to visit contemporary communities of Maya. Each student will do a  major final project which will include research in texts and fieldwork which culminate in an extended study on site in a Maya village.  This course will be taught entirely in Spanish. 
 
Level: Intermediate.  Prerequisite: signature of Yucatan program director and co-enrollment in HS6010 Spanish Language and HS2021 Immersion Practica. Lab fee: none. Class limit: 12. Meets the following degree requirements: None."
WI-24,"Pena, Karla",HS,6010,,Spanish Pre-Registration,,TRUE,0,1,A place-holder for Spanish language courses.
WI-24,"Robbins, Dani",AD,2044,IM,Sourcing the Body: Disability as Human Ecology,,TRUE,30,1,"In this course we will use creative process as a tool for developing perspectives on disability as a context-embedded expression of humanness. This class is recommended for artists and makers looking to complexify their use of corporeality, as well as students looking to engage critically with representations of and responses to disability both in and outside our educational culture at COA. We will first explore an abbreviated history of disability in the United States. Then, with Human Ecology as our lens, we will engage in a critical examination of social, medical, and disjuncture models of disability. Each class session will involve a discussion of assigned readings and viewings, collaborative activities, and gentle somatic exercises to ground our learning in our bodies. Students will be asked to reflect on their learning through the development of a small creative project each week, and in collaboration with the instructor, students will develop their own standards for assessment through a grading contract system.

Level: Introductory/Intermediate. Prerequisites: none.  Class limit: 15.  Lab fee: $30.  Meets the following degree requirements: none."
WI-24,"Sanborn, Kelley",ED,3012,M,Supporting Students with Disabilities in the Reg. Classroom,ED,TRUE,0,1,"This is an introductory course in special education.  We will explore the needs of children with disabilities and techniques for meeting these needs in the regular classroom.  The course will emphasize both the social and instructional aspects of the concepts of inclusion, differentiation and serving students in the ""least restrictive environment"".  Participants will be introduced to concepts central to understanding the role of regular classroom teachers in meeting the academic, social, and emotional needs of students with disabilities. Objectives:  By the end of the course students will be able to:  identify and describe current issues and trends in education related to individuals with disabilities and their families; describe the Special education laws and procedures impacting individuals with disabilities; develop a working definition for each area of exceptionality in relation to achievement of educational goals, and develop strategies and resources for modifying, adapting and/or differentiating curriculum and instruction.

Level: Intermediate.  Prerequisite:  Introductory course in Education.  Class limit: 15. Lab fee: none. Meets the following degree requirements: ED"
WI-24,"Sebastian, Neeraj",AD,4046,MA,Drawing Intensive / Developing a Studio Practice,ADS,TRUE,80,1,"In the first part of this course, drawing will be used to experiment, interrogate and expand different aspects of one’s artistic practice. Using a broad range of materials, students are encouraged to work intuitively and take multiple approaches to presenting ideas–especially ideas that may not have been explored previously in their work–and develop them in different ways. Students will create large quantities of drawings based on prompts that will then be discussed with the class. What stands out? What makes a piece surprising or interesting? What revisions can be made to strengthen these moments or motifs? These are kinds of questions that will inform our discussions.

Taken together, these drawings will offer a broad range of possibilities that will then be explored for the rest of the term, during which students will develop a body of work. Students will meet weekly as a group to discuss work made or advanced in the previous week and meet individually with the instructor every other week to discuss materials and other aspects of their art practices. The work made over the course of the term should include material investigation (why are you using the materials you’re using and how does it support your thematic interests?) and embody a range of conceptual concerns. Throughout the term, students will be introduced to several artists’ working methods. Students are expected to work independently and have some degree of familiarity with the materials they choose to work with.

“Drawing” is used broadly here: students working in any medium are encouraged to take this course (for example, a student interested in three-dimensional work might respond to the prompts with forms made from cardboard or other found materials). This course is designed to kickstart a nascent practice or one that might have become dormant or plateaued as well as give students room to experiment and then build on these experiments. Students enrolling in this class should have some form of previous studio experience.   Evaluation will be based on students’ work, participation in class discussions, the ability to offer critical and constructive feedback to one’s peers, and the ability to push oneself beyond one’s comfort zone or perceived limitations—especially when it comes to allowing the work to evolve and change in response to feedback and critique. 

Level: Intermediate/Advanced. Prerequisites: None.  Class limit: 8.  Lab fee: $80.  Meets the following degree requirements: ADS."
WI-24,"Sebastian, Neeraj",AD,1074,I,Shape and Color,ADS,TRUE,90,1,"In this studio course, students will explore various aspects of composition in two-dimensional media primarily through the language of collage. The exercises in this class include “transcribing” other artists’ work to try to understand why certain images have an impact on us or function the way they do, and then use these insights in the creation of new work; making work iteratively (how does varying a single element change a piece?); and exploring different ways of translating abstract ideas into two-dimensional work. Students will be introduced to different theories of color and through exercises explore how an observed or mixed spot of color can be thought of as having hue (where it sits on the color wheel), value (how light or dark it is) and chroma (how saturated it is); how colors interact with each other; and consider the limitations of such systems. Students will be working with line, color and shape, from imagination as well as from observation–of still life setups (including assemblages that they make themselves) and models. Evaluation will be based on the completion of assignments and exercises in a way that demonstrates an understanding of the ideas introduced in the class, engagement with the course materials, the ability to provide feedback and the ability to respond to feedback in one’s work.

Level: Introductory. Prerequisites: none.  Class limit: 12.  Lab fee: $90.  Meets the following degree requirements: ADS."
WI-24,"Shaw, Matthew",AD,2043,IM,Contemplative Media Practice,ADS,TRUE,30,1,"This studio course invites students to explore the influence of contemplative practices on their existing or emerging art practice. We will engage contemplation in our art practice as both specific rituals like meditation that generate an art work or, creating a work that seeks to create a state of reflection on our interconnected place in the world. Methods of contemplation will come primarily from Zen and Creativity by John Daido Loori, The Illuminated Space: A Personal Theory & Contemplative Practice of Media Art by Marilyn Freeman, and The Artist's Way by Julia Cameron. These and other readings will be supported by in-class exercises and examples of contemporary art engaging similar themes. Time will be spent each class in meditation to connect body and mind before engaging with artwork. Students working across various mediums are welcome, while the artists' work shown in class will focus on moving image and sound, with some work from installation, performance, and photography based on student interest. Students will receive prompts each week to create their own work which will then be shared in-class; culminating in the exhibition of a final project. Evaluation will be based on completion of assignments and active in-class engagement with course material. 

Level: Introductory/Intermediate. Prerequisites: Previous studio art course. Previous classes in filmmaking or photography are encouraged but not required.  Class limit: 12.  Lab fee: $30.  Meets the following degree requirements: ADS."
WI-24,"Soares, Zachary",AD,1072,I,Audio Production as Compositional Tool,ADS,TRUE,0,1,"In 1979, the music producer Brian Eno argued that the recording studio is a “compositional tool,” upending the idea that the recording studio exists to document pre-existing musical compositions. His assertion came on the back of pivotal albums such as The Beatles’ “Revolver” and The Beach Boys’ “Pet Sounds” (1966), which demonstrated the creative possibilities of composing in the studio. We might call this type of approach to music composition “playing the studio.” In this course, students learn how music production makes use of editing, mixing, and effect processing to maximize its impact. Through readings, film screenings, and audio listening sessions, students learn about past and present studio techniques and use these techniques during audio projects and exercises. Students learn to use virtual instruments, effect processors, microphones, and COA’s recording studio to strengthen their technical audio recording, editing, and mixing skills. Students will be evaluated based on their participation in class discussions, their fluency in the use of recording equipment and software, the process they use to approach each assignment, and the completion of assigned projects. No prerequisites or sound/music experience is required.

Level: Introductory. Prerequisites: None.  Class limit: 10. Lab fee: None.  Meets the following degree requirements: ADS."
WI-24,"Spurling, Christina
Hsu, Richard",AD,4044,MA,Chamber Music,,TRUE,0,1,"What do Haydn, Mozart, Beethoven, and Brahms have in common? They are all considered great masters of classical music, having written several works for large symphony orchestras. But they also wrote music for smaller ensembles called chamber music. What is chamber music and how has it developed through the centuries? How is it relevant today? 
The bulk of this course is a lab/ensemble opportunity to perform in small chamber groups, based on experience and following a musical score. To deepen our understanding of the music we play, it's helpful to understand the political, social and cultural trends that influenced and shaped chamber music across the Baroque, Classical, Romantic and Modern eras. There will be mini lessons about the composers and their places in history, along with listening guides, but the majority of class time will be spent in rehearsals coached by the instructors. Music will be chosen by the instructors based on demonstrated abilities, with input from participating students. 
Other aspects of the class include a trip to a live performance, some research, listening assignments, and a written essay. 

Evaluations are based on musical collaboration/participation, practice/preparation outside of class time and assignments.

Level: Introductory. Prerequisites: Experience playing an instrument or singing in an ensemble (example: high school band or choir) and/or an ability to read music at a proficient level. Class limit: 12.  Lab fee: None.  Meets the following degree requirements: None."
WI-24,"Stabinsky, Doreen",HS,5065,A,Worldmaking After Empire,HS,TRUE,0,1,"2024 is the fiftieth anniversary of the Declaration on the Establishment of a New International Economic Order (NIEO) by members of the General Assembly of the United Nations (UNGA). This course examines both the roots of efforts through the 1960s and 1970s by newly decolonized states to change the economic architecture of the global system, and current initiatives for reform to the global economy, including through calls for a NIEO II. The text for the first half of the course is Adom Getachew’s Worldmaking after Empire: the rise and fall of self-determination. This part of the course explores the efforts by leaders of anti-colonial struggles in the Caribbean and Africa to shape a new post-imperial world, both politically and economically, building to the effort in the UNGA for the NIEO declaration. The second half of the course will focus on the international trade and financial institutions (World Trade Organization, World Bank, International Monetary Fund, multilateral development banks), their role in ongoing sovereign debt crises, and current efforts underway to reform the international financial architecture shaped by these institutions. The course will be conducted as an advanced seminar, with significant student responsibility for leading our conversations. Evaluation will be based on contributions to the collective learning throughout the term, regular short essays on course material, and one or more presentations made to the class on historical figures or topics of interest to them. As this is an advanced seminar, students taking the class should have had one or more previous courses in areas related to politics or economics.

Level: Advanced. Prerequisites: One or more courses in politics and/or economics.  Class limit: 12.  Lab fee: None.  Meets the following degree requirements: HS."
WI-24,STAFF,HS,3022,M,Intermediate Spanish II,HS,FALSE,20,1,"This course is for students who use the simple and compound structures of the indicative mood. Objective: The students will express themselves orally and through writing using the appropriate vocabulary and complex sentence structure in the indicative, subjunctive, and imperative moods, adverb clauses and more sophisticated idioms. Evaluation Criteria:  two compositions, two auditory tests, two writing tests covering grammar, two oral tests, assignments/homework, class participation.

Level: Intermediate.  Class limit: 10. Lab fee: $20. Meets the following degree requirements: HS."
WI-24,STAFF,HS,5017,A,Advanced Spanish I,HS,FALSE,20,1,"This course is for students who are competent in the principal grammatical forms of Spanish. In this class, students increase their mastery and automatic command of  grammar and nuances of  idiomatic usages, broaden their vocabulary in general and deepen it in targeted areas, enrich their understanding of  multiple dimensions of Hispanic  culture, and increase their ability to read, write, hear and speak in a variety of rhetorical forms and genres.  Student are evaluated based on class participation, homework and their ability to work effectively with multiple kinds of texts, interviews, conversations, formal interviews, oral presentations, writing exercises in different styles, and non-verbal communication. Typically offered in fall or winter. 

Level: Advanced. Prerequisites: Permission of instructor.  Class limit: 10. Lab fee: $20. Meets the following degree requirements: HS."
WI-24,STAFF,HS,1020,I,Beginning Spanish II,HS,FALSE,20,1,"This course is intended for students with a basic knowledge of grammar, using common vocabulary that is needed for every day situations. Objective: The students will be able to express themselves orally and through writing using subject-verb agreement, basic form in the indicative tense, and an introduction to the imperative moods. It includes a review of the present and future tenses, study of the imperfect tense, action verbs, direct object, proper nouns, the indicative tense, the use of the ""to be"" and ""is"" verbs, and an introduction to prepositions. Evaluation Criteria: two Compositions, two auditory tests, two writing tests covering grammar, two oral tests, assignments/ homework, class participation.

Level: Introductory.  Offered every fall.  Class limit: 10.  Lab fee: $20. Meets the following degree requirements: HS."
WI-24,STAFF,GS,6022,IMA,Northern Expeditions,,TRUE,0,1,"The purpose of this group study is to deepen our understanding of winter camping through investigating local ecology and natural history in our expedition environment. This study will allow us to push our experiences and knowledge of winter camping and traditional skills, including nitty gritty logistics of planning such a large expedition, one that requires a high level of organization. In addition to planning, we will be required to have a deep understanding of the physical challenges there are to winter camping including understanding how the body reacts to extreme conditions. All of the participants in this study are pursuing an interest in outdoor education from different perspectives and this group study will act as a space to collaborate and grow together, sharing our strengths and interests while working toward our shared goals."
WI-24,"Tai, Bonnie",ED,3010,M,Understanding and Managing Group Dynamics,HS ED,TRUE,50,1,"This course will examine essential questions about how groups function, whether the group is a committee involved in institutional governance, a class of adolescents, or a cohort of business colleagues. Readings, activities, and assignments will weigh traditional and alternative conceptions of leadership, power, authority, community, diversity, membership, and exclusion. Students will engage in case discussions, writing (including autobiography and creative writing), and research activities. A major component of the course will be the observation and analysis of a group (e.g., in a community organization, business, or school). The final paper will be the creation and analysis of a case. Evaluation will be based on class participation, responses to readings, facilitation of a case discussion, an autobiographical essay, a short story, reports of observations, and the final paper. This course is graded with credit/no credit only. Students will be expected to elect credit/no credit grading, with special arrangement to be made for those needing to take it for a grade.

Level: Intermediate.  Class limit: 15.  Lab fee: $50.  Meets the following degree requirements: HS ED"
WI-24,"Taneja, Palak",HS,2115,IM,College Seminar: The World of Ms. Marvel,W HS,TRUE,0,1,"As a Pakistani-American teenager from New Jersey, Kamala Khan must contend with being a non-white female offspring of an immigrant family, a reality further complicated by her newfound superhero abilities. In this college seminar course, we will dive into the world of Kamala Khan as she follows in the footsteps of her role model and the first Ms. Marvel, Carol Danvers, one of the few female superheroes in the universe. She’ll change your idea of a superhero and what it means to be one as she balances her personal and superhero identity and navigates questions of race, religion, culture, power, and teenage angst.

We will explore all the abovementioned ideas and more as we read three to four volumes of Ms. Marvel comics (2014 onwards), paying attention to storytelling through the genre of sequential art. We will also watch the recent TV adaptation (2022) and finally pair the two with theories of race, Islamophobia, gender, and current world politics. Since this class also meets the writing requirement, part of your focus will be on understanding the writing process by composing varied works. For example, you’ll write short blog posts responding to questions like, “Are comics literature?”, opinion pieces that could appear in The New York Times, and fan fiction. All these are different genres and targeted at a specific audience, me, online readers, fans, and your peers. You will be evaluated on class participation, written work, oral presentation, and a final project.

Level: Introductory/Intermediate. Prerequisites: None.  Class limit: 12.  Lab fee: None.  Meets the following degree requirements: HS, W."
WI-24,"Taneja, Palak",HS,1095,I,Introduction to Postcolonialism,HS,TRUE,0,1,"This course will engage with postcolonialism as a field of academic inquiry and culture critique in a globalized world, especially as a tool to analyze postcolonial literature. We seek to understand how multiple histories and different aspects of colonialism inform the content and form of the fiction we read and our lives today. Postcolonialism, with its interdisciplinary approach, offers a lens to look at imperial literature and the new literature produced in the former colonies of Africa, South Asia, the Caribbean, and the like. The course will begin with a brief history and exploration of the word “post-colonial” before moving on to look at some of the significant issues and intersections in the field, such as the questions of language, nation, gender, and otherness, among others. The texts by Chinua Achebe, Salman Rushdie, Jean Rhys, accompanied by theorists like Frederic Jameson, Aijaz Ahmad, and Gayatri Spivak, will create a balance where we will use the theoretical pieces as a lens to read and parse out the major and, in some senses, representative postcolonial texts. You will be evaluated on class participation and written assignments like discussion posts, a book review, an annotated bibliography, and a short paper.

Level: Introductory.  Prerequisites: None.  Class limit: 15.  Lab fee: None.  Meets the following degree requirements: HS"
WI-24,"Todd, Sean",ES,2012,IM,Introduction to Statistics and Research Design,QR,TRUE,40,1,"This course introduces the basics of statistical analysis that can be used in either a scientific or a social science frame of reference.  While this course teaches you to perform both nonparametric and simple parametric analysis both by hand and computer, an emphasis will be placed on understanding the principles and assumptions of each test, rather than mathematical ability per se.  We will also learn how to report statistical results in journal format, and there will be plenty of lab time to sharpen skills.  Evaluation is based on lab participation, three quizzes, and a team project.  

Level: Introductory/Intermediate.  Prerequisites:  A college mathematics course, or signature of the instructor.  Class limit: 15.  Lab fee: $60.  Meets the following degree requirements: QR"
WI-24,"Turok, Katharine",HS,1039,I,Writing Seminar I: Exposition,W,TRUE,0,1,"Designed to serve the overall academic program, this course focuses on formal writing based on rhetorical principles of exposition and concentrates on the writing process: prewriting, writing, and rewriting.  Assigned readings both illustrate how to use these principles and develop students' analytical skills.  Through a research paper or case study, this course introduces students to library research and documentation of an academic paper.  Each section emphasizes peer review, revision, regular conferences, and some class presentations.  

Level:  Introductory.  Class limit: 12.  Meets the following degree requirements: W"
WI-24,"van Vliet, Netta",HS,2120,IM,Marx and Marxisms,HS,TRUE,0,1,"This course is an introduction to the work of Karl Marx and to some of the ways his work has been taken up across a range of disciplines, interdisciplinary fields, and political projects. We will pay particular attention to his thinking about the relation between theory and praxis, and to his notions of capital, value, money, commodity, labour, ideology, alienation, internationalism and class struggle. In addition to reading Marx’s own writings, we will also read work in postcolonial studies, feminist theory, cultural anthropology, racial capitalism, Black Studies and philosophy that engages with Marx’s thinking. In addition to Karl Marx and Friedrich Engels, authors will likely include Louis Althusser, Charisse Burden-Stelly, Frantz Fanon, Silvia Federici, Antonio Gramsci, David Harvey, C.L.R. James, Ranjana Khanna, Rosa Luxemburg, Catherine MacKinnon, Adam Smith, and Gayatri Spivak. We will examine the implications of Marxist analyses for questions of political and structural change, critiques of capitalism and analyses of its relation to racialised and gendered dynamics of power. In addition to academic texts, course materials will draw on films, news publications, and contemporary examples of political-economic challenges. Students will be evaluated based on class participation, weekly reading responses, collaborative small group and individual projects.

Level: Introductory/Intermediate. Prerequisites: None.  Class limit: 15.  Lab fee: None.  Meets the following degree requirements: HS."
WI-24,"Waldron, Karen",HS,2011,IM,Nineteenth Century American Women,HS,TRUE,0,1,"This course studies the American novel as written by women of the nineteenth century. It focuses on how women's issues and styles change over the course of the century, with its revolutionary economic, technological, social and political shifts, as well as on enduring questions.   As we read from among the wide selection of nineteenth-century American women novelists (who outnumbered and outsold male authors)  -- such as Rowson, Foster, Child, Cooke, Fern, Stowe, Phelps, Jewett, Chopin, and Gilman -- we consider how they have shaped the tradition of the novel and social values Americans encounter today. 

Level: Introductory/Intermediate.  Prerequisites:  Writing Seminar I or signature of the instructor.  Offered every other year. Class limit 15. Meets the following degree requirements: HS"
WI-24,"Waldron, Karen",HS,5014,A,"Austen, Bronte, Eliot",HS,TRUE,0,1,"This is an advanced course which explores in depth the works of three major writers of the Victorian period:  Jane Austen, Charlotte Bronte, and George Eliot.  The set-up of the syllabus, group meetings, and individual projects require that participants talk about connective factors between texts and the development of women writers' voices and narrative structures during this period.  Emphasis will also be placed on the construction of the heroine, the use and manipulation of the marriage plot, developments in linguistic and narrative practice, and developments in each author's work- from the juvenilia to the later fiction.  Historical perspectives, gender roles, and theoretical approaches will all be taken into consideration as we analyze novels such as:  Lady Susan, Northanger Abbey, Persuasion  (Austen); The Professor, Villette, and Shirley (Bronte); and The Mill on the Floss and Middlemarch (Eliot).  Rather than prepare papers and exams, participants will prepare and ask questions of each other, develop response papers and passage analyses, and carry out a sustained independent project to be presented to the group.  The outside project will involve additional research into one of the major authors, to include both the reading of another novel, biographical information, and critical analyses.  Projects will give participants the opportunity to explore a particular author, question, or form in depth.  The reading load for this tutorial is very heavy.  Evaluation will focus on preparation, participation, insight, critical thinking, and the outside project, which will be be presented orally and developed in an analytic fashion to be determined by the class.  

Level: Advanced.  Prerequisites: none. Class limit: 12.  Lab fee: none.  Meets the following degree requirements: HS"
,,,,,,,,,,
SP-24,"Anderson, John",ES,4060,MA,Mammalogy,ES,TRUE,50,1,"This class will examine the anatomy, physiology, ecology, and evolutionary history of the class Mammalia.  Beginning with the evolutionary origin of the first mammals in the Triassic we will follow the adaptive radiation within the group, and the development of increasingly specialized organisms in response to changing climactic and biological conditions.  During the final portion of the course, we will examine current theories of hominid evolution and the effects of human dispersal patterns on mammalian biodiversity.  Lab work will focus on the identification of North American mammals, but we will also take advantage of other specimens, as they become available.  Evaluation based on a series of quizzes, a lab practical, and a term project focusing on one family of mammals.  Three hours of lecture/discussion per week plus one three hour lab. 

Level: Intermediate/Advanced.  Prerequisites: Permission of Instructor. Biology I & II required, additional courses in ecology and evolution strongly encouraged. Class Limit: None. Lab Fee $50.  Meets the following degree requirements: ES"
SP-24,"Anderson, John",ES,4040,MA,Animal Behavior,ES,TRUE,10,1,"This course reviews how simple and stereotyped actions may be built into complex behaviors and even into apparently sophisticated group interactions.  Emphasis is placed on contemporary understanding of Darwinian selection, ethology, behavioral ecology and sociobiology.  There are two classes a week.  Extensive readings are chosen from a text and articles from scientific and popular periodicals.  Evaluations are based on participation in discussions and several quizzes.  

Level: Intermediate/Advanced.  Prerequisites: Requires a previous intermediate-level course in species zoology.  Offered every other year.  Class limit: 10.  Lab fee $10.  Meets the following degree requirements: ES"
SP-24,"Andrews, Nancy",AD,2032,IM,Creating Motion Pictures as an Art Form,ADS,TRUE,30,1,"Art video and film have long traditions as vehicles for self-expression, abstraction, self-portraiture, and experimentation.  Artists have utilized motion pictures as a studio-based practice and as an extension of performance, painting, writing, drawing, and the body.  Whether the results are abstract, experimental, essay, found footage or diary, these works can be highly independent, creative works of art.  In this course, students will follow prompts and assignments to make short works exploring some of these possibilities.  Students will read critical essays and artists’ statements addressing film as art, and study related films and videos. Students will be asked to research and present on a film/video artist. Students will be evaluated based on the completion of assignments and participation in discussions and peer critiques. 

Level: Introductory/Intermediate.  Prerequisites: Previous coursework in photography, drawing, painting or design. Class limit: 12.  Lab fee: $30.  Meets the following degree requirements: ADS"
SP-24,"Andrews, Nancy",AD,5017,A,Animation II,ADS,TRUE,80,1,"The class further develops ideas, skills, and animation projects through a mix of: in-class projects/demos/skill based activities, readings, discussions, screenings, presentations,   and individual meetings with the instructor.  Students will write a production plan that will serve as an outline of each student’s project(s) for the term. The instructor will provide useful activities, information, resources, critiques and guidance.  A schedule of presentations of student works-in-progress will be created. Readings will address ideas and theories related to animation studies and processes.  Advanced animation techniques may include camera work and sound design. Work completed over the term may be a single longer animation or a series of animated shorts depending on the student’s preference and animation goals.  However, all students will be expected to produce advanced level work and encouraged to experiment and push their work to the highest level.   Students will be evaluated on their projects, participation in critiques and discussions and overall level of engagement with the course material and class.

Level: Advanced.  Pre-requisite: Animation, signature of instructor.  Class size: 12.  Lab fee: $80.  Meets the following degree requirements: ADS"
SP-24,"Baker, Jodi",AD,3020,M,American Dreaming: Theatre and Activism in the US,AD HY,TRUE,100,1,"The course focuses on dramatic literature connected to historically relevant political and social issues in the U.S.  Students will read plays and study a variety of artists that have used theatre as a viable force for change over the last century. Together we'll explore the mechanics and dynamics of particular performances as well as the cultural context in which these works were conceived. We will investigate significant periods in American history such as the New Deal, the House Un-American Activities Committee, the Civil Rights Movement, the emergence of the AIDS epidemic, the attack on the World Trade Center and the economic crash of 2007-08 - and we will explore the impact of these events on this particular form. Research will include Circuit Chautauqua, Pat Chappelle, Hallie Flanagan and The Federal Theatre Project, Susan Glaspell, Clifford Odetts, Arthur Miller, Lorraine Hansberry, The Living Theatre, The Open Theatre, Adrienne Kennedy, Marie Irene Fornes, The Wooster Group, Anna Deavere-Smith, Luis Valdez, Tony Kushner, Suzan-Lori Parks, Young Jean Lee, Brandon Jacob Jenkins,  The TEAM, Radiohole and more. Evaluation is based on full participation in class discussion, successful completion of all short projects and assignments and a major final project/paper. 

Level: Intermediate.  Pre-requisite: Successful completion of the writing requirement and at least one literature course.   Course limit: 11.  Lab fee: $100.  Meets the following degree requirements: AD HY"
