,tweet,Primary Emotion
5341,Norway’s 2nd largest pension fund withdrawing investments from companies linked to Dakota access pipeline. https://t.co/c9dWJazPST #NoDAPL https://t.co/7Vbj1xpUpD,sadness
5342,Life in the Celebrity Circuit https://t.co/7C9tLA5OjM #NoDAPL,fear
5343,frm @RyanNoelle: NoDAPL Realness/Intersectional Difference Realness/Universal Healthcare Realness/@ava Realness #WokeDragRace #ScholarSunday,fear
5344,"Damn, 👁opening s**t‼️ #TheResistance #TrumpRussiaCollusion #NoDAPL #ImpeachTrump https://t.co/X4SjVsGEEB",fear
5345,#MississippiStand #NoDAPL #WaterProtector Kima has been safely released from #BooneCounty #Iowa after serving an... https://t.co/MYQyDHHCZQ,fear
5346,The Women Protesting the Dakota Access Pipeline Aren't Done Fighting via @POPSUGAR #NoDAPL https://t.co/KgAs2Nw3xB https://t.co/6ZFbnw6jjj,anger
5347,Oil could be flowing through the embattled Dakota Access pipeline as early as Monday. #NoDAPL https://t.co/Ze7H2MQokO https://t.co/1ggqWGahyf,fear
5348,The Revolution Will Not Be Televised... But It Will Be Livestreamed  #fucklamestreammedia #nodapl https://t.co/GqRhBCtb6U via @HuffPostPol,anger
5349,RT: FreeLeonardPeltier: Inhuman Treatment against WATER PROTECTORS #MNIWICONI #FreeLeonardPeltier #NODAPL https://t.co/XJtEhbeDXY https://t.co/4S3THh1HGC,fear
5350,Inhuman Treatment against WATER PROTECTORS #MNIWICONI #FreeLeonardPeltier #NODAPL https://t.co/wWhixZ9ANF,fear
5351,They've been building anyway  ignoring the law because the fines aren't large enough. #norespect #NoDAPL https://t.co/5Lxl82E0yS,fear
5352,@CarolineLucas @TheGreenParty @HSBC @Barclays Go Out Your Tentacles on Dakota Sacre Land and Your Human Rights! #NoDAPL,fear
5353,The Revolution Will Not Be Televised... But It Will Be Livestreamed  #nodapl #standingrock https://t.co/GqRhBCtb6U via @HuffPostPol,fear
5354,How come NL needs #NoDAPL 2 wake up + call for #NoPipelines? #OilLeak #Rotterdam #BankExit #FossielVrij #FossilFree https://t.co/4KNOX2S7hk,fear
5355,Stand Up / Stand N Rock #NoDAPL (Official Video) https://t.co/MXSJr3oPgs,fear
5356,The Women Protesting the Dakota Access Pipeline Aren't Done Fighting via @POPSUGAR #NoDAPL https://t.co/OYAPst4zEf https://t.co/s2fgd1jWsQ,anger
5357,"World Water Day is on March 22nd, head to https://t.co/XrHPM2LhkA &amp; stand in solidarity with the Water Protectors #nodapl #WaterIsLife",fear
5358,Stand With Standing Rock #NODAPL Water Warriors Video | The Lor Brothers https://t.co/zHhx4GI8lF https://t.co/8iWrWO0Mia,fear
5359,@Kelly3377 pretty sure anyone who has tweeted #NoDAPL was subject to those ads. Let them waste their money - no one will change their minds.,anger
5360,WATCH | Brazil: The Money Tree | NRDC Exploitation https://t.co/s4es5nx06I #NoDAPL,fear
5361,We stay focused and never give up. #NoDAPL #NoKXL #NoPipelines https://t.co/6eyOLiIJzM,fear
5362,does social media lead to offline engagement in #nodapl ? take the survey!  #ClimateAction #keepitintheground #climate,fear
5363,Dakota Access pipeline: appeals court refuses tribes' request to stop oil flow https://t.co/ezGLckL9Sf #NoDAPL #StandingRock #WaterIsLife,fear
5364,PRESIDENT TRUMP: I JUST CALLED TO SAY #NODAPL https://t.co/Li3GVFjTWF,neutral
5365,Trump &amp; his #trumpaholics... #impeachtrump #resist #nodapl #theresistance #humanrights #AMJoy #Arts #Designthinkers #fashiondesign #YokoOno https://t.co/xZkZjXs1nA,fear
5366,Stop Keystone XL and DAPL. Join the Pipeline Pledge of Resistance. #noKXL #noDAPL https://t.co/Zg8WYUyLwZ,fear
5367,Sign To Help Al Franken Defend The NoDAPL Water Protectors! https://t.co/rqYaEzgMJm,fear
5368,#SupportSunday Medical Fund for #SophiaWilansky #StandingRock injuries https://t.co/GeFNaoIgJh less than $70K away #noDAPL #SS,fear
5369,I stand with Standing Rock. Tell @Citibank to STOP funding Dakota Access Pipeline today! #NoDAPL https://t.co/iooDTPGIa7,fear
5370,#nodapl #blacklivesmatter #NCAA athletes #Sweet16 #Wisconsin #Badgers https://t.co/Bb8mp27m3f,fear
5371,These organizers are taking inspiration from #NoDAPL and putting up massive resistance to pipelines &amp; fossil fuels https://t.co/cSUKuLfwQ2 https://t.co/HxTE9R92fF,anger
5372,"This is why #StandingRock was trying to protect their water source, the only one the have. #NoDAPL #banfrackingnow https://t.co/mliyyt5Oo1",fear
5373,We are living in the MOST exciting time in Human history #NativeNationsRise #NoDAPL #CleanEnergy #SpreadLove,fear
5374,"So, Ol ""evenhanded"" Judge Boasberg ruled against tribes bc ETP would be ""Substantially Harmed!"" #priorities #NoDAPL  https://t.co/QMkuBFFZzq",fear
5375,"This is our justice system putting the profits of an oil company above the treaties, religion, children, and lives of native peoples #NoDAPL https://t.co/PzqaXSLzIv",anger
5376,"Cleanup, testing underway after crude leaks from pipeline west of Bragg Creek https://t.co/jtje0Aof72  #NoDAPL  #NoKXL",fear
5377,Why I think there's still hope for the climate in 2017 https://t.co/DfaRzt3oEk #NoDAPL #StandingRock #WaterIsLife,fear
5378,"@divesthackney @hackneycouncil How come that KLP says to divest DAPL, but has not claimed explicitly about divesting ETE? #NoDAPL #divest",anger
5379,@BankofAmerica @jpmorgan @MorganStanley @Citi #GrabYourWallet @shannoncoulter Join a credit union‼️ @NoDAPL @StandingRockST @TheDemocrats https://t.co/iRRKz8imID,fear
5380,"It is quiet, but we are not sleeping 💤
We Still Stand Tall &amp; Strong! 
#NoDAPL
#RESIST",fear
5381,@DAPLFacts @WashTimes bullshit!! I don't want this going through my state but it is because you bought my politicians! #NoDAPL,fear
5382,Enough is enough #NoDAPL - https://t.co/GDqETZTKt3,anger
5383,"Pls #FF these Indigenous/Environment Tweeps!
@jpastorasala @NoDAPL_ @lori_somes @RuthHHopkins @cblackst @christibelcourt @312shelly3",fear
5384,Love this Badgers squad! #NoDapl #BlackLivesMatter https://t.co/CJLkfBBB9O,anger
5385,COP15 FLASHBACK: The Dead End of Climate Justice https://t.co/9vzV7TREDK #NoDAPL,fear
5386,No one said fighting an oil company backed by the Federal and State Governments would be easy. Keep fighting #NoDAPL #NoKXL #NoLNG https://t.co/rSdbJWM8rK,fear
5387,Call To Action: Mass Bank Exit - here's how it's done #NoDAPL #BankExit https://t.co/MUEjqNt6R2,fear
5388,@BBVACompass  #DNBCapitalASA @BNPParibas @SunTrust stop financing the ILLEGAL Dakota Access Pipeline! #NoDAPL #DefundDAPL https://t.co/HlmLmHQNMd,fear
5389,US appeals court rejects last-minute bid to block DAPL launch | It was criminally rigged from the start.  #NoDAPL  https://t.co/83l3xgCGR4,fear
5390,Good to see college athletes being activists for #BlackLIvesMatter and #NoDAPL ! https://t.co/wYFL3fv1CA,fear
5391,"@jfkeeler:
AppealsCourtResponds
wRefusal2StopOil
in DakotaAccessPipeline
MayFlow3/20
https://t.co/8UZb1eYiWv
#NoDAPL
https://t.co/f3hYA0dwWM",anger
5392,#MizuhoBank #BankofTokyoMitsubishiUFJ @Citi @WellsFargo stop financing the ILLEGAL Dakota Access Pipeline! #NoDAPL #DefundDAPL https://t.co/wC96mXJtKu,fear
5393,"A greedy Oil Company with no honor or ethics or moral!
#NoDAPL #NoKXL #NoLNG https://t.co/hmlT8nDAWa",anger
5394,Interview: Standing Rock Update With Chase Iron Eyes #WaterisLife #NoDAPL https://t.co/8bkPej9k65,fear
5395,"Back at it again after 9days of no posting 😉.
#nodapl #istandwithstandingrock… https://t.co/dFB1rZxIKj",sadness
5396,Love this! I have my money in a credit union too! I say #NoDAPL No @GOP &amp; think it stinks that @realDonaldTrump owns part of this &amp; said go! https://t.co/VSF5XQ8uPl,joy
5397,I liked a @YouTube video https://t.co/R6NMRPp1WM Stand With Standing Rock #NODAPL Water Warriors Video by The Lor Brothers,joy
5398,Appeals Court Refuses To Stop Oil In Dakota Access Pipeline https://t.co/RfQ2B1MFmv #NoDAPL #StandingRock #WaterIsLife,fear
5399,Norway pension fund to #divest from Dakota Access Pipeline https://t.co/C62RJ5BPq8 #NoDAPL #WaterIsLife https://t.co/y7MK143m4D #DeFundDAPL,sadness
5400,"With his Pipeline protest, Wisconsin's Bronson Koenig gains a heartfelt Brewers admirer https://t.co/stRyTvfer9 #NoDAPL #StandingRock #Wat…",anger
5401,Stand With Standing Rock #NODAPL Water Warriors Video | The Lor Brothers https://t.co/dhNh4FJbTK via @AwareAndFair,fear
5402,Stand With Standing Rock #NODAPL Water Warriors  Video by The Lor Brothers https://t.co/AnV4ZqN1Kv via @YouTube,fear
5403,Stand With Standing Rock #NODAPL Water Warriors Video | The Lor Brothers https://t.co/yqMpxj95Zb https://t.co/F1CUDkWQtQ,fear
5404,"If the garbage left by #NoDAPL were products made of hemp instead of oil, they'd have dissolved. No need for cleanup. #TheMoreYouKnow",anger
5405,Fund a drone! #NoDAPL #SabalTrail #keepitintheground https://t.co/6knZT0cK8E,fear
5406,I can't wait to change banks! #NoDAPL https://t.co/OAnLwaOimT,fear
5407,"Lots of great events at Dickinson this week! WEDNESDAY at 7 Winona LaDuke will speak on #NoDAPL 
https://t.co/zu4UwXqk41",fear
5408,#NoDAPL #WaterIsLife and together we stand with #NativeNationsRise for the greater good of all. https://t.co/wOuYlpJ0dh,fear
5409,What a powerful photo from #StandingRock ~ February 2017 #WaterIsLife  #NODAPL My heart is at Standing Rock. ❤️❤️ https://t.co/QmPfph4TE1,fear
5410,"There are none, move on. Stop talking about it already. Let's get back to #RussianTies #TrumpTaxes #healthcare #NoBanNoWall #NoDapl #resist https://t.co/3PwRQRMm0t",fear
5411,Public Health data often isn't perfected to protections. https://t.co/1AVg50umsh How to apply 2  #NoDAPL&amp; more? @OversightDems @SenWarren,fear
5412,#NoDAPL courts have rejected appeals from #standingrock.Send the pipeline route back to Bismarck then &amp; see if the appeal is still rejected. https://t.co/XQ9Fz9wmI6,anger
5413,DEFINITELY THE WRONG KIND OF GREEN : Convention on Biodiversity GREENWASH https://t.co/sTQl2LYk6c #NoDAPL,fear
5414,#springhassprung 🌻 w/ the #bae😍gemini_flow. #soho #nyc #thrasher #nodapl #getintoit #junebabies… https://t.co/OuUJSpdbg2,fear
5415,"Um, didn't Jackson commit genocide against the indigenous people of the U.S.? #NoDAPL #notacompliment https://t.co/md4MyZBKAR",fear
5416,21 People Simultaneously Hit Trump With Explosive Lawsuit - #nodapl #nostpl #stopsabaltrail https://t.co/Jca4IRKTYt via @Bipartisan Report,fear
5417,Appeals court refuses to stop oil in Dakota Access pipeline https://t.co/qx3exQDiGF #NoDAPL #StandingRock #WaterIsLife,fear
5418,The latest The Daily Thanks! https://t.co/Nh7Q2xmtXo #nodapl,joy
5419,"DAPL Completion Imminent, Resistance Remains Steady https://t.co/ixwX3gbbDC #NoDAPL #StandingRock #WaterIsLife",fear
5420,#standingstrong with #standingrock #nodapl Sami people persuade Norway pension fund to divest from Dakota Access https://t.co/MfLJQ9cCKk,joy
5421,@nowthisnews @SarahKSilverman not only will I be in a credit union but this 16 yr @FordMustang owner girl will need to go electric #NoDAPL,fear
5422,"Maybe @havenaar64 but I do-10yrs help projects-innovative people put all into,not 4 profit-Like #NoDAPL power crushes change-money screams🐝🌎 https://t.co/dOE97zytGn",fear
5423,"#WaterIsLife
#RespectOurWater 
#ProtectTheSacred 
#NoDAPL 
@POTUS  

By Sica Company https://t.co/X4D5KaQyQx",fear
5424,Vintage: 2 Dakota Access Pipeline protesters scaled the indoor heights of U.S. Bank Stadium  https://t.co/hMX6j0W7p6 | #NoDapL #C3res2 https://t.co/a1U65LhS0h,fear
5425,"#Patel defend #British-empire, coz who else ruined #India 
#OWS
#WikiLeaks
#NoDAPL
#GlassSteagall
#PanamaPaPers
#TLV https://t.co/Ke9S5Hjpre",fear
5426,IMAGINE US W/NO CLEAN WATER N SOME DHEAD SAYIN WHO CAN N CANT HAVE CLEAN WATER @NoDAPL @babushka_tasi @Waterkeeper @Water @charitywater https://t.co/6OKst8WztF,anger
5427,Dakota Access pipeline could begin operating Monday https://t.co/afJdZrMmVS #NoDAPL #StandingRock #WaterIsLife,fear
5428,Sami people persuade Norway pension fund to divest from Dakota Access #Water #Norway #NoDAPL #Indigenous #ESG https://t.co/kxPG2xsthB,fear
5429,Have yet to see any RW Christians &amp; pols who demand their religious freedom show any support for Sioux's religious freedom in #NoDAPL effort,fear
5430,"#WikiLeaks but we still haven't found #SinglePayer, so don't throw rocks @a #GlassSteagall house:
#OWS
#TLV
#NoDAPL
 https://t.co/Qx94qEGZYs",fear
5431,"Standing Rock activists just released their first, brutally effective #NoDAPL TV commercial https://t.co/CWzFHGcNiZ https://t.co/PkOsUm2shQ",anger
5432,"First #Oil Could Flow Through The #DakotaAccessPipeline Next Week:  #NoDAPL

https://t.co/GH2lfqqyBS",fear
5433,"@lamAmerica @saynodapl @YouTube Watch and Shared ,End Violence and Arrogance for the Oilcrime Waste Pollution!  #WaterIsLife #NoDAPL",fear
5434,Dakota Access pipeline: appeals court refuses tribes' request to stop oil flow https://t.co/9RxTyYLDua #NoDAPL #StandingRock #WaterIsLife,fear
5435,@saynodapl Stand Together! #NoDAPL #NoKXL,fear
5436,#NoDAPL Pipeline could flow Monday: Appeals Court Refuses to Stop Oil in Dakota Access Pipeline https://t.co/xt8Y9ddnM7 via @nbcnews,fear
5437,Dakota Access pipeline could begin operating Monday https://t.co/AEfu7zudbO #NoDAPL #StandingRock #WaterIsLife,fear
5438,#nodapl #standingrock #SacretStoneCamp update https://t.co/I36PVNp2AT,joy
5439,"Thank you, Sami parliament of Norway! #NoDAPL #indigenous #standingrock #sami #norway #environment #cleanwater https://t.co/qmm83HBiJY",fear
5440,Updated about #SacretStoneCamp #standingrock #nodapl and #DaplDave ... https://t.co/Vc47cqqi0f,fear
5441,"Avaaz: Imperialist Pimps of Militarism, Protectors of the Oligarchy, Trusted Facilitators of War | Part II https://t.co/IJDwd5VMx0 #NoDAPL",fear
5442,Norway’s 2nd largest pension fund has decided divest from companies linked to the Dakota Access pipeline. #NoDAPL https://t.co/hcLVG6Snsa,fear
5443,"@kurteichenwald 
Most of the most vocal #NoDAPL people on my t/l went 3rd party &amp; are now horrified at EPA cuts
But still defend their 💩vote",fear
5444,"Duh, what did u expect after Discounting USE of Heavy Lock-down Actions &amp; prohibiting all Covert Ops...for #NoDAPL just to go away b/c u ask https://t.co/AxRIUn4KNP",surprise
5445,Natives already faced a pre-emptive strike on our lands with oil spills mess being delivered across the clean rivers. #NoDAPL #Tillerson https://t.co/ObV826XfsL,fear
5446,"#NODAPL LEAKING 3 MONTHS INTO  ALASKA COOK INLET : TELL   HILCORP SHUT IT DOWN   : 907-777-8300
https://t.co/PBdpq4wIxG https://t.co/y9TAQeeAdw",surprise
5447,Trump would form an armed #oregonstandoff faces no consequences &amp; #NoDAPL protestors are attacked for protecting water.,fear
5448,Concerns re 'substantial harm' to company (loss $) but NO concerns re substantial harm to native peoples water supply (loss of life) #NODAPL https://t.co/OXUdZXb2vd,fear
5449,"Dakota Access pipeline
Appeals court refuses tribes' request to stop oil flow
https://t.co/PXR1a6HgYF #standingrock #NoDAPL https://t.co/XAgUjIy9qK",fear
5450,"#StandingRock Awakens The World
#MniWiconi #WaterIsLife #ReZpectOurWater #WaterProtectors #NoDAPL #NoKXL #HonorTheTreaties Image: Wes Howard https://t.co/uV3nZT2EV7",fear
5451,Appalling anti justice!! Stringent requirement for Tribes yet no proper environment impact survey required for DAPL. #indigenous #NODAPL https://t.co/OXUdZXb2vd,anger
5452,Sami people persuade Norway pension fund to divest from Dakota Access #NoDAPL #StandingRock #Sami #Indigenous  https://t.co/YspQUyG0uq,fear
5453,"If you thought Randy Blythe's lyrics were good, just wait. #NoDAPL #waterislife https://t.co/zZBHCjs92i",fear
5454,Call To Action: Mass Bank Exit - here's how it's done #NoDAPL #BankExit https://t.co/RJEPTiNXe8,fear
5455,Pipeline protesters march with their wallets in Teaneck https://t.co/NkPLF52lD9 #NoDAPL,fear
5456,A Click Away https://t.co/VA8SJrwJ6U #NoDAPL,fear
5457,The latest Big Education Ape: PARENTS CAN!! https://t.co/M2gVEVxgVB Thanks to @fklonsky #russia #nodapl,anger
5458,The latest Save Our Schools #SOSCHAT! https://t.co/ubFDULLGLd #nodapl,fear
5459,This is wonderful. People over profit. Respect. Peace. #NoDAPL https://t.co/P82j2eAB7S,joy
5460,Come on @hackneycouncil @RobertAChapman - now is your chance to show #solidarity and leadership! #fossilfree #NoDAPL #DivestTheRest #divest https://t.co/pSD1Q2WLkM,joy
5461,When Silence Kills | The Art of Annihilation 403 #NoDAPL,fear
5462,Sami people convinces Norway #pension fund to #divest - high time @hackneycouncil shows same leadership #NoDAPL  https://t.co/jgwacjf6My,anger
5463,The latest Mike &amp; Fred: Show &amp; Tell  Daily! https://t.co/VP7cBmbDf7 #nodapl,joy
5464,"US Appeals Court Refuses To Stop Oil In Dakota Access Pipeline.
It's NOT Over Yet. #NoDAPL#WaterIsLife #StandingRock
https://t.co/CdSZ2P6HNU https://t.co/z9iVfSoADv",fear
5465,U.S. District Court of Appeals has refused to stop the flow of oil through the pipeline #NoDAPL https://t.co/BVcUMtYVDz by #burnodo,fear
5466,#Norway: Huge pension fund divests frm Dakota Access Pipeline #NoDAPL - divestment campaign escalating #Trump #US https://t.co/92a410GF7v,fear
5467,"@SusanSarandon Slams Chris Hayes: ""You're A Journalist, Right!?"" https://t.co/7RxJSkwIRS #NoDAPL... https://t.co/CcjYyav4On",anger
5468,"@SusanSarandon Slams Chris Hayes: ""You're A Journalist, Right!?"" https://t.co/b3opNnqTFj #NoDAPL... https://t.co/krfPZejg7q",anger
5469,"@SusanSarandon Slams Chris Hayes: ""You're A Journalist, Right!?""- https://t.co/BgmeqTAlEH #NoDAPL #StillSanders @jimmy_dore @joshfoxfilm",fear
5470,"@SusanSarandon Slams Chris Hayes: ""You're A Journalist, Right!?""- https://t.co/7RxJSkwIRS #NoDAPL #StillSanders @jimmy_dore @joshfoxfilm",fear
5471,"@SusanSarandon Slams Chris Hayes: ""You're A Journalist, Right!?""- https://t.co/PaSAPUQOAv #NoDAPL #StillSanders @jimmy_dore @joshfoxfilm",fear
5472,"WATCH: LIBYA: Race, Empire, and the Invention of Humanitarian Emergency https://t.co/Bi4JewJlRZ #NoDAPL",fear
5473,"Norway’s second largest pension fund has decided to withdraw investments from Dakota access pipeline project #nodapl
https://t.co/48zUC9mLGv",sadness
5474,"https://t.co/26zaNnPI1K #nowthisnews #nowthis  #oil #creditunion #nodapl #cleanwater be a solution, not a problem.",fear
5475,https://t.co/26zaNnPI1K share this around! #SarahSilverman #banks #creditunion #oil #NoDAPL #oligarchy I'm doing this. @SarahKSilverman 👊🏼,fear
5476,"Another day, another oil disaster. @NoDAPL #KeepItInTheGround #StopPipelines #SaveWildlife https://t.co/J4ShzBN3iB",fear
5477,The White Women of Empire https://t.co/aXZkokYOIF #NoDAPL,fear
5478,"Dakota Access pipeline could operate by Monday as U.S. court refuses tribes' appeal #NODAPL #NOKXL
Standing Rock,... https://t.co/XKhj837atZ",fear
5479,Huge Norwegian pension fund to divest from Dakota Access Pipeline https://t.co/xXYythRgIO  #NoDAPL https://t.co/E5k3hSEpym,fear
5480,"Chevron Pipeline Spills 4,800 Gallons of Oil on Public Land, Kills Wildlife https://t.co/qQew2aR1wl by @RebelHomes #nodapl",anger
5481,@EPA *happy dance* #YesScienceISReal #TheResistance #NoDAPL #ClimateChangeIsReal #WakeUpPOTUS #resist #persist https://t.co/3QfF60xKIP,anger
5482,"#honorthetreaty#waterislife#standingrock
#can'tdrinkoil#nativelands#operationIntruder
#standup#NoDapl https://t.co/qmCGEMssWV",fear
5483,"The world is wakening up, @RuthHHopkins https://t.co/Rt06VW5RVa @_Ungagged #nodapl",fear
5484,This panel was worth the trip out to @SunValleyFilm alone. Just an incredible conversation w/ incredible people. #StandingRock #nodapl https://t.co/YHPnsPY251,fear
5485,Decisive Ecological Warfare https://t.co/WTtuKjT4SC #NoDAPL,fear
5486,#Gonzalez #GGGJacobs #NoDAPL #SinglePayerSunday #DonTheCon #TheResistance Golf must b necessary 4 National Security🙄 #MAGA NO FOOD 4 SENIORS https://t.co/mcnhPiGU1a,fear
5487,"Time for the Native side to show some ""respect"". If u were #NoDAPL at Oceti, stand up, speak  up. #FreeKathleenBennet #NoDAPL https://t.co/hxIyupL43F",anger
5488,"i'm multiracial; i have Aleutian, Salish/Kalispel, and, like many white-passing multis, Cherokee heritage. #NODAPL and STOP acting like",fear
5489,"The angels say: Your spirit is strong x
https://t.co/l3ojrpiYoX
#angelicreiki #angels #love #reiki #freedom #universallove #angelic #noDAPL https://t.co/aFL1bCwSbs",anger
5490,The Resistance Now: drawing strength from the pluck of the Irish https://t.co/f4x1Ez1vyj #NoDAPL #StandingRock #WaterIsLife,anger
5491,I stand with Standing Rock. Tell @Citibank to STOP funding Dakota Access Pipeline today! #NoDAPL https://t.co/9BDpusE9SF,fear
5492,"Respect is earned, not given out freely. Frauds &amp; fakes r being exposed. If u were #NoDAPL at Oceti &amp; know the truth, step up, speak up! https://t.co/bFW0inFpYD",anger
5493,#IStandWithStandingRock #NoDAPL Why isn't anyone covering this anymore? #EnvironmentalRacism #HistoricalTrauma @DennisBanks #divestla https://t.co/uuMNsf6FoG,anger
5494,"To all who throw ""respect"" around, complaining abt #NoDAPL campers, clean YOUR side 1st! We know who u r &amp; evidence building. Speak up! https://t.co/csWDhefTLy",anger
5495,The CERE$ Network https://t.co/sUGnAoFRb3 #NoDAPL,fear
5496,We are gonna need a whole lot of these if #DAPL happens. #keystoneXL too. Can I buy stock? #NoDAPL https://t.co/eZe9jQHUHe,fear
5497,Show support &amp; Unity for #StandingRock #NODAPL #standwithstandingrock #MniWiconi #climate #waterprotectors #resist https://t.co/4XXQQlj1DA https://t.co/0ImoLOl5Na,anger
5498,Trump twists jobs numbers #nodapl https://t.co/rSxz07NC2p via @NationofChange,fear
5499,What's Next for #NoDAPL? | SXSW https://t.co/O5sZ100AnS via @YouTube,fear
5500,"Earth2Trump Resistance Roadshow is coming to Columbus Theatre in Providence on April 7, 7pm. #NoDAPL #Standing Rock https://t.co/KtLqb6OANr",fear
5501,"@CharlesPPierce @puppymnkey this is what #NoDAPL is abt, Native American Nations r intimately connected w/Land,Water,Earth",fear
5502,FLASHBACK: Human Rights Watch and Amnesty International fan the flames of conflict in Syria https://t.co/8UAEBuH3DC #NoDAPL,anger
5503,The lie of the land: does environmentalism have a future in the age of Trump? https://t.co/fuwUPsEqTq #NoDAPL #StandingRock #WaterIsLife,fear
5504,They knew I wasn't buying those lies about #DarriusStewart when I already know the #Truth #JusticeOrElse #UsOrElse #BlackLivesMatter #NoDAPL,anger
5505,"Humans Cause at Least 1/2 of #Arctic Sea Ice Loss  #ClimateChangeIsReal #KeepItInTheGround #NoDAPL #ProtectTheSacred
https://t.co/zccNotTyeN",fear
5506,Lush's Dirty Laundry https://t.co/AAGRoG3wyX #NoDAPL,sadness
5507,@CameronAGordon @MayorDickinson @SamPreeStinson Let's follow Seattle's example and divest from banks funding the pipelines #NoDAPL,fear
5508,.@ActivismArt @JackWolf57 @cherylallen1959 @evytodd @People4Bernie save water #WellsFargo do what's right #NoDAPL https://t.co/CUVNyMZghq,fear
5509,.@_standingrock_ #nodapl better divest/save our water supply #oil already screwed us once/not again   https://t.co/CUVNyMZghq @Go4GreenShop,anger
5510,Social Capitalists: One Hoax After Another https://t.co/64Cv5yRj7g #NoDAPL,fear
5511,@mchelen supporter of NODAPL but I like Canadian tribes' move to prohibit pipeline traffic trucks through their land better. Effective!,joy
5512,@AmericanIndian8  Every member of our family is closing every acct &amp; investment we've have for years w Wells Fargo! #NoDAPL #WaterIsLife,fear
5513,Everyone in our family is closing all #WellsFargo accts (were clients for years) #NoDAPL #standingrock #WaterIsLife  https://t.co/IFqpCuVcfF,fear
5514,Thank You Myron and ALL water protectors. #NoDAPL  AHO!!! https://t.co/y9UXgy38ft,joy
5515,Here's the award. Congrats again Myron! Thank You to ALL water protectors. #NoDAPL https://t.co/wtcw0CaulU,joy
5516,hey @IENearth @AmazonWatch @350 can you spread the word about this social media survey on use of #nodapl tag? https://t.co/M4ed51JpG1,fear
5517,hey tweeps!  If you shared info with the hashtag #nodapl please take my student’s survey! https://t.co/M4ed51JpG1 #ClimateAction,fear
5518,So.. the New York  Drone Film Festival was today.. you might remember this piece... and guess who won! #NoDAPL Congrats Myron! https://t.co/iIqFPIFP2y,surprise
5519,Yes ain't that a shame. #PartyProfitOverPeople #AltR #Republikkkans #Amerikkka 'Land Of The Lost'.....#NoDAPL #ResistRebelReclaim https://t.co/25ltJ1YCHx,fear
5520,"RT Must-watch video from Seattle!
#SaturdayNightTakeaway 
#BlackLivesMatter 
#BlackTwitter 
#NoBanNoWall
#WomensHistoryMonth 
#NoDAPL https://t.co/hzTbUxL3AA",fear
5521,"#Norway cares more #NoDAPL 
Indigenous people convince Norwegian pension fund to not invest in DAPL-The Independent https://t.co/KaZcAk7Vag",fear
5522,That is a great reason. #TheResistance #NOFASCISTUSA #NoBanNoWallNoRaids #NoDAPL #NoKXL #TrumpRussia ☮️🇺🇸☮️ https://t.co/lNGgM7By3H,fear
5523,@SenateDems sorry No vote not #NoDAPL,sadness
5524,#NoDAPL vote until #russiagate settled @SenateDems #SCOTUS https://t.co/riYUrENvMj,fear
5525,@AltStateDpt no he's #NotMyPresident. I will not stop resisting racism &amp; hate #NoBanNoWall #ImmigrantsMakeAmericaGreat #NoDAPL  #resist,fear
5526,#NoDAPL is #NativeLivesMatter: Protests at Standing Rock are not  only about... https://t.co/ca4x979Ifd by #ProgressiveJill,fear
5527,Sami people persuade Norway pension fund to divest from Dakota Access | US news | The Guardian #NoDAPL  https://t.co/DNfwMSdljs,fear
5528,@VP @POTUS he's making things WORSE #ClimateChangeIsReal #trumpcareFAIL #IStandWithPP #NoBanNoWall #NoDAPL #ImmigrantsMakeAmericaGreat,fear
5529,Those causes you think separate you from Trump supporters? #BlackLivesMatter #NoDAPL etc - effectively denied by @ScienceMarchDC #marginsci,fear
5530,via @npr: Norwegian Pension Fund Divests From Companies Behind DAPL #NoDAPL  https://t.co/SCGvblYju9,fear
5531,@VP stop spewing your rhetoric- #russiagate #resist #NoDAPL #NoBanNoWall #ImmigrantsMakeAmericaGreat #RefugeesWelcome #IStandWithPP #ACA,fear
5532,"WATCH: NGOs Behind the War on Libya - Nov. 27th, 2011 Julien Teil Interview https://t.co/Svs0FQWd4v #NoDAPL",fear
5533,Call To Action: Mass Bank Exit - here's how it's done #NoDAPL #BankExit https://t.co/FIio3vUF9x,fear
5534,Sami people persuade Norway pension fund to divest from Dakota Access https://t.co/LeydCOlJN9 #NoDAPL #StandingRock #WaterIsLife,fear
5535,Disappointing news! A Federal Appeals Court Won't Block The Dakota Access Pipeline As It Nears Completion https://t.co/xKb8ntCVcw #NoDAPL,fear
5536,@ShaunKing I did a #DemExit and don't regret it one bit. #FreePalestine #NoDAPL #BLM,fear
5537,"Retweeted Native Lives Matter (@NLMcoalition):

#NoDAPL is #NativeLivesMatter: Protests at Standing Rock are not... https://t.co/huSZMpzfLg",anger
5538,@Henrikerslev I hope you guys made it.  Native #NoDAPL activists are taking the fight against the pipeline to D.C. https://t.co/RXedK1Ps7V,fear
5539,#NoDAPL Police retributions against people supporting Standing Rock Sioux. #BadKarma Big Biz! #greedy #profiteers https://t.co/2vlB0snVc5,joy
5540,"Finally got my tee shirt. #NODAPL
#standwithstandingrocksouixtribe wanna support some great… https://t.co/RywHdJcQs5",joy
5541,#IfIWerePOTUS Free #UniversalHealthCare 4all LowerCost meds free meds 4 Vets 4life CleanWater/#ClimateAction #NoDAPL Bin #ElectoralCollege,fear
